Time (s),Template length,# TC bonds,# Active template sites (s),# total,# Polymers,# other way of counting Polymers,# Monomers,<pollength/siteidx> avg over polymers,<attached by/polymer length> avg over polymers,<spacing> avg over polymers 
89000,30,29,30,28,26,26,2,0.816446,0.133582,0.037037
90000,30,27,30,27,26,26,1,0.763924,0.147243,0.115385
91000,30,28,30,28,26,26,2,0.774617,0.148884,0.0740741
92000,30,29,30,29,28,28,1,0.696707,0.170567,0.0357143
93000,30,26,30,26,23,23,3,0.6753,0.168549,0.153846
94000,30,27,30,27,26,26,1,0.848063,0.13805,0.115385
95000,30,27,30,27,24,24,3,0.797622,0.132423,0.115385
95999.7,30,30,30,30,28,28,2,0.890562,0.127989,0
97000,30,26,30,26,23,23,3,0.752549,0.166055,0.16
98000,30,29,30,29,24,24,5,0.831326,0.140067,0.0357143
98999.7,30,30,30,30,27,27,3,0.760878,0.139502,0
99999.4,30,30,30,30,26,26,4,0.718432,0.13039,0
101000,30,26,30,26,24,24,2,0.80512,0.118726,0.16
102000,30,26,30,26,23,23,3,0.812623,0.154334,0.16
103000,30,29,30,29,24,24,5,0.888664,0.116719,0.0357143
104000,30,27,30,27,24,24,3,0.602612,0.226475,0.115385
105000,30,28,30,28,24,24,4,0.753896,0.114911,0.0740741
106000,30,27,30,27,26,26,1,0.773856,0.141878,0.111111
107000,30,27,30,27,25,25,2,0.819391,0.133373,0.115385
108000,30,26,30,26,25,25,1,0.835781,0.114078,0.153846
109000,30,28,30,28,25,25,3,0.86125,0.123858,0.0740741
110000,30,29,30,29,25,25,4,0.800273,0.154779,0.0357143
111000,30,28,30,28,26,26,2,0.863393,0.11505,0.0740741
112000,30,28,30,28,26,26,2,0.647652,0.191801,0.0740741
113000,30,29,30,29,26,26,3,0.843999,0.112572,0.0357143
114000,30,28,30,28,27,27,1,0.687538,0.164515,0.0740741
115000,30,27,30,27,24,24,3,0.696664,0.147557,0.115385
116000,30,29,30,29,27,27,2,0.700658,0.159299,0.0357143
117000,30,27,30,27,24,24,3,0.799461,0.157022,0.115385
118000,30,29,30,29,27,27,2,0.736263,0.137536,0.0357143
119000,30,27,30,27,25,25,2,0.758342,0.157067,0.115385
120000,30,29,30,29,26,26,3,0.825745,0.140877,0.0357143
121000,30,26,30,25,23,23,2,0.744017,0.18433,0.166667
122000,30,28,30,28,27,27,1,0.866742,0.130844,0.0714286
123000,30,27,30,27,24,24,3,0.878729,0.13252,0.115385
124000,30,29,30,28,24,24,4,0.672809,0.215516,0.037037
125000,30,28,30,28,23,23,5,0.807847,0.149058,0.0740741
126000,30,28,30,28,25,25,3,0.758095,0.18155,0.0740741
127000,30,29,30,29,27,27,2,0.702222,0.176493,0.0344828
128000,30,28,30,27,24,24,3,0.73887,0.148503,0.0769231
129000,30,30,30,30,28,28,2,0.791171,0.139321,0
130000,30,28,30,28,25,25,3,0.802738,0.140466,0.0740741
131000,30,27,30,27,25,25,2,0.738327,0.161676,0.115385
132000,30,30,30,30,27,27,3,0.840186,0.133148,0
133000,30,27,30,27,23,23,4,0.641098,0.179974,0.115385
134000,30,28,30,28,25,25,3,0.831445,0.121407,0.0740741
135000,30,30,30,30,25,25,5,0.854302,0.129081,0
136000,30,28,30,28,25,25,3,0.80191,0.150874,0.0740741
137000,30,27,30,27,25,25,2,0.696901,0.151199,0.115385
138000,30,28,30,28,24,24,4,0.702944,0.181342,0.0740741
139000,30,28,30,28,25,25,3,0.655944,0.182828,0.0740741
140000,30,27,30,27,26,26,1,0.804058,0.135522,0.115385
141000,30,28,30,28,25,25,3,0.781597,0.137118,0.0740741
142000,30,30,30,30,27,27,3,0.767564,0.149839,0
143000,30,29,30,29,26,26,3,0.801679,0.142098,0.0357143
144000,30,28,30,28,25,25,3,0.798702,0.148624,0.0740741
145000,30,30,30,29,24,24,5,0.808156,0.140873,0
146000,30,29,30,29,23,23,6,0.85516,0.13264,0.0357143
147000,30,28,30,28,25,25,3,0.802596,0.131814,0.0740741
148000,30,29,30,29,26,26,3,0.831668,0.125529,0.0357143
149000,30,29,30,29,25,25,4,0.733434,0.164229,0.0357143
150000,30,29,30,28,23,23,5,0.729654,0.149129,0.037037
151000,30,28,30,28,24,24,4,0.73806,0.148574,0.037037
152000,30,28,30,28,25,25,3,0.820005,0.123085,0.0740741
153000,30,27,30,27,25,25,2,0.71803,0.162626,0.115385
154000,30,29,30,29,26,26,3,0.763029,0.142116,0.0357143
155000,30,27,30,27,24,24,3,0.748004,0.138153,0.111111
156000,30,26,30,26,24,24,2,0.887091,0.13033,0.16
157000,30,27,30,27,24,24,3,0.68953,0.181208,0.115385
158000,30,28,30,28,25,25,3,0.752482,0.16507,0.0740741
159000,30,28,30,28,25,25,3,0.916152,0.125402,0.0740741
160000,30,28,30,28,25,25,3,0.752841,0.156511,0.0740741
161000,30,28,30,28,26,26,2,0.795058,0.15117,0.0740741
162000,30,29,30,29,26,26,3,0.834089,0.130626,0.0357143
162999,30,30,30,30,27,27,3,0.710791,0.180968,0
164000,30,29,30,29,25,25,4,0.825779,0.121742,0.0357143
165000,30,27,30,27,25,25,2,0.75784,0.132146,0.115385
166000,30,30,30,30,26,26,4,0.712286,0.166981,0
167000,30,30,30,30,25,25,5,0.745683,0.168454,0
168000,30,25,30,25,22,22,3,0.720622,0.149477,0.208333
169000,30,26,30,26,25,25,1,0.668314,0.195731,0.16
170000,30,28,30,27,24,24,3,0.717111,0.122771,0.0769231
171000,30,28,30,28,25,25,3,0.785249,0.16765,0.0740741
172000,30,28,30,28,25,25,3,0.724778,0.166038,0.0740741
173000,30,28,30,27,25,25,2,0.815197,0.166681,0.0769231
174000,30,27,30,27,23,23,4,0.818521,0.115912,0.115385
175000,30,26,30,26,23,23,3,0.882542,0.123612,0.16
176000,30,30,30,30,26,26,4,0.720687,0.156035,0
177000,30,27,30,27,24,24,3,0.754368,0.13554,0.115385
178000,30,28,30,28,23,23,5,0.676908,0.156487,0.0740741
179000,30,28,30,28,26,26,2,0.834205,0.135825,0.0740741
180000,30,27,30,26,22,22,4,0.79832,0.136645,0.12
181000,30,30,30,29,26,26,3,0.814625,0.129501,0
182000,30,28,30,28,25,25,3,0.739089,0.167862,0.0740741
183000,30,27,30,27,24,24,3,0.810757,0.113065,0.115385
184000,30,29,30,28,24,24,4,0.703674,0.165523,0.037037
185000,30,28,30,28,24,24,4,0.806129,0.139986,0.0740741
186000,30,30,30,29,26,26,3,0.833898,0.13542,0
187000,30,27,30,27,26,26,1,0.727605,0.177831,0.115385
188000,30,27,30,27,25,25,2,0.828815,0.129882,0.111111
189000,30,27,30,27,24,24,3,0.755988,0.145652,0.115385
190000,30,27,30,27,26,26,1,0.760492,0.14169,0.115385
191000,30,29,30,29,27,27,2,0.834828,0.128164,0.0357143
192000,30,27,30,27,25,25,2,0.771903,0.143459,0.115385
193000,30,26,30,26,24,24,2,0.738004,0.139523,0.16
194000,30,25,30,25,22,22,3,0.739897,0.143998,0.2
195000,30,27,30,27,22,22,5,0.795372,0.147819,0.115385
196000,30,28,30,28,24,24,4,0.872864,0.124674,0.0740741
197000,30,28,30,28,25,25,3,0.774415,0.1564,0.0740741
198000,30,28,30,28,25,25,3,0.801214,0.139687,0.0740741
199000,30,29,30,29,25,25,4,0.802708,0.139691,0.0344828
199999,30,30,30,30,29,29,1,0.773127,0.148552,0
